window_start,window_end,rat_minutes,rat_pressure,bat_landing_number,food_availability,rat_arrival_number,hours_after_sunset,month
2018-02-16 18:00:00,2018-02-16 18:30:00,0.0,0.0,17,4.0,0,1.0,2
2018-02-16 18:30:00,2018-02-16 19:00:00,0.0,0.0,53,4.0,0,1.5,2
2018-02-16 19:00:00,2018-02-16 19:30:00,0.0,0.0,57,4.0,0,2.0,2
2018-02-16 19:30:00,2018-02-16 20:00:00,0.0,0.0,48,3.800105764,0,2.5,2
2018-02-16 20:00:00,2018-02-16 20:30:00,0.0,0.0,45,3.31147541,0,3.0,2
2018-02-16 20:30:00,2018-02-16 21:00:00,0.0,0.0,58,3.005288207,0,3.5,2
2018-02-16 21:00:00,2018-02-16 21:30:00,0.0,0.0,45,3.0,0,4.0,2
2018-02-16 21:30:00,2018-02-16 22:00:00,1.816666667,0.06055555556666667,53,3.0,2,4.5,2
2018-02-16 22:00:00,2018-02-16 22:30:00,0.0,0.0,65,3.0,0,5.0,2
2018-02-16 22:30:00,2018-02-16 23:00:00,0.0,0.0,70,2.796774194,0,5.5,2
2018-02-16 23:00:00,2018-02-16 23:30:00,0.0,0.0,41,2.3,0,6.0,2
2018-02-16 23:30:00,2018-02-17 00:00:00,0.0,0.0,52,2.003225806,0,6.5,2
2018-02-17 00:00:00,2018-02-17 00:30:00,0.0,0.0,44,2.0,0,7.0,2
2018-02-17 00:30:00,2018-02-17 01:00:00,0.0,0.0,59,2.0,0,7.5,2
2018-02-17 01:00:00,2018-02-17 01:30:00,0.0,0.0,49,2.0,0,8.0,2
2018-02-17 01:30:00,2018-02-17 02:00:00,0.0,0.0,37,2.0,0,8.5,2
2018-02-17 02:00:00,2018-02-17 02:30:00,0.0,0.0,35,2.0,0,9.0,2
2018-02-17 02:30:00,2018-02-17 03:00:00,0.0,0.0,52,1.843803056,0,9.5,2
2018-02-17 03:00:00,2018-02-17 03:30:00,0.0,0.0,32,1.333333333,0,10.0,2
2018-02-17 03:30:00,2018-02-17 04:00:00,0.0,0.0,15,1.00565931,0,10.5,2
2018-02-17 04:00:00,2018-02-17 04:30:00,0.0,0.0,17,1.0,0,11.0,2
2018-02-17 04:30:00,2018-02-17 05:00:00,0.266666667,0.008888888900000001,10,1.0,1,11.5,2
2018-02-17 05:00:00,2018-02-17 05:30:00,3.933333333,0.1311111111,5,0.0,1,12.0,2
2018-02-17 05:30:00,2018-02-17 06:00:00,0.0,0.0,2,0.0,0,12.5,2
2018-02-17 06:00:00,2018-02-17 06:30:00,0.0,0.0,3,0.0,0,13.0,2
2018-02-17 15:30:00,2018-02-17 16:00:00,0.0,0.0,4,4.0,0,-1.5,2
2018-02-17 16:00:00,2018-02-17 16:30:00,0.0,0.0,1,4.0,0,-1.0,2
2018-02-17 16:30:00,2018-02-17 17:00:00,5.533333333,0.18444444443333333,10,4.0,2,-0.5,2
2018-02-17 17:00:00,2018-02-17 17:30:00,1.25,0.041666666666666664,8,4.0,2,0.0,2
2018-02-17 17:30:00,2018-02-17 18:00:00,4.033333333,0.13444444443333334,13,4.0,1,0.5,2
2018-02-17 18:00:00,2018-02-17 18:30:00,0.0,0.0,40,4.0,0,1.0,2
2018-02-17 18:30:00,2018-02-17 19:00:00,0.0,0.0,45,3.800105764,0,1.5,2
2018-02-17 19:00:00,2018-02-17 19:30:00,0.0,0.0,55,3.31147541,0,2.0,2
2018-02-17 19:30:00,2018-02-17 20:00:00,0.0,0.0,63,3.005288207,0,2.5,2
2018-02-17 20:00:00,2018-02-17 20:30:00,1.25,0.041666666666666664,65,3.0,1,3.0,2
2018-02-17 20:30:00,2018-02-17 21:00:00,0.116666667,0.0038888889,68,3.0,1,3.5,2
2018-02-17 21:00:00,2018-02-17 21:30:00,0.0,0.0,71,3.0,0,4.0,2
2018-02-17 21:30:00,2018-02-17 22:00:00,0.0,0.0,45,3.0,0,4.5,2
2018-02-17 22:00:00,2018-02-17 22:30:00,0.0,0.0,63,3.0,0,5.0,2
2018-02-17 22:30:00,2018-02-17 23:00:00,0.0,0.0,52,2.796774194,0,5.5,2
2018-02-17 23:00:00,2018-02-17 23:30:00,0.9,0.030000000000000002,45,2.3,1,6.0,2
2018-02-17 23:30:00,2018-02-18 00:00:00,0.0,0.0,72,2.003225806,0,6.5,2
2018-02-18 00:00:00,2018-02-18 00:30:00,0.0,0.0,62,2.0,0,7.0,2
2018-02-18 00:30:00,2018-02-18 01:00:00,0.0,0.0,78,2.0,0,7.5,2
2018-02-18 01:00:00,2018-02-18 01:30:00,0.0,0.0,44,2.0,0,8.0,2
2018-02-18 01:30:00,2018-02-18 02:00:00,0.0,0.0,52,1.814383924,0,8.5,2
2018-02-18 02:00:00,2018-02-18 02:30:00,0.0,0.0,46,1.327868852,0,9.0,2
2018-02-18 02:30:00,2018-02-18 03:00:00,0.0,0.0,56,0.82400475,0,9.5,2
2018-02-18 03:00:00,2018-02-18 03:30:00,0.0,0.0,38,0.298245614,0,10.0,2
2018-02-18 03:30:00,2018-02-18 04:00:00,0.0,0.0,4,0.01754386,0,10.5,2
2018-02-18 15:30:00,2018-02-18 16:00:00,0.0,0.0,6,4.0,0,-1.5,2
2018-02-18 16:00:00,2018-02-18 16:30:00,0.0,0.0,9,4.0,0,-1.0,2
2018-02-18 16:30:00,2018-02-18 17:00:00,2.216666667,0.0738888889,10,4.0,1,-0.5,2
2018-02-18 17:00:00,2018-02-18 17:30:00,0.2,0.006666666666666667,14,4.0,2,0.0,2
2018-02-18 17:30:00,2018-02-18 18:00:00,0.0,0.0,9,4.0,0,0.5,2
2018-02-18 18:00:00,2018-02-18 18:30:00,0.0,0.0,30,4.0,0,1.0,2
2018-02-18 18:30:00,2018-02-18 19:00:00,0.0,0.0,46,4.0,0,1.5,2
2018-02-18 19:00:00,2018-02-18 19:30:00,0.0,0.0,52,4.0,0,2.0,2
2018-02-18 19:30:00,2018-02-18 20:00:00,1.25,0.041666666666666664,50,3.766129032,1,2.5,2
2018-02-18 20:00:00,2018-02-18 20:30:00,0.0,0.0,71,3.266666667,0,3.0,2
2018-02-18 20:30:00,2018-02-18 21:00:00,0.0,0.0,65,3.000537634,0,3.5,2
2018-02-18 21:00:00,2018-02-18 21:30:00,0.0,0.0,52,3.0,0,4.0,2
2018-02-18 21:30:00,2018-02-18 22:00:00,0.0,0.0,60,3.0,0,4.5,2
2018-02-18 22:00:00,2018-02-18 22:30:00,0.0,0.0,52,3.0,0,5.0,2
2018-02-18 22:30:00,2018-02-18 23:00:00,0.0,0.0,62,2.785298784,0,5.5,2
2018-02-18 23:00:00,2018-02-18 23:30:00,0.0,0.0,59,2.295081967,0,6.0,2
2018-02-18 23:30:00,2018-02-19 00:00:00,0.0,0.0,37,2.003172924,0,6.5,2
2018-02-19 00:00:00,2018-02-19 00:30:00,3.616666667,0.12055555556666667,39,2.0,1,7.0,2
2018-02-19 00:30:00,2018-02-19 01:00:00,0.0,0.0,47,1.777265745,0,7.5,2
2018-02-19 01:00:00,2018-02-19 01:30:00,0.2,0.006666666666666667,40,1.301587302,1,8.0,2
2018-02-19 01:30:00,2018-02-19 02:00:00,0.0,0.0,37,1.005120328,0,8.5,2
2018-02-19 02:00:00,2018-02-19 02:30:00,0.0,0.0,32,1.0,0,9.0,2
2018-02-19 02:30:00,2018-02-19 03:00:00,0.433333333,0.014444444433333333,22,1.0,1,9.5,2
2018-02-19 03:00:00,2018-02-19 03:30:00,0.0,0.0,22,1.0,0,10.0,2
2018-02-19 03:30:00,2018-02-19 04:00:00,0.0,0.0,11,1.0,0,10.5,2
2018-02-19 04:00:00,2018-02-19 04:30:00,0.0,0.0,5,0.0,0,11.0,2
2018-02-19 04:30:00,2018-02-19 05:00:00,0.0,0.0,3,0.0,0,11.5,2
2018-02-19 16:00:00,2018-02-19 16:30:00,0.0,0.0,8,4.0,0,-1.5,2
2018-02-19 16:30:00,2018-02-19 17:00:00,0.0,0.0,1,4.0,0,-1.0,2
2018-02-19 17:00:00,2018-02-19 17:30:00,0.0,0.0,4,4.0,0,-0.5,2
2018-02-19 17:30:00,2018-02-19 18:00:00,0.0,0.0,9,4.0,0,0.0,2
2018-02-19 18:00:00,2018-02-19 18:30:00,0.0,0.0,19,4.0,0,0.5,2
2018-02-19 18:30:00,2018-02-19 19:00:00,0.0,0.0,22,4.0,0,1.0,2
2018-02-19 19:00:00,2018-02-19 19:30:00,0.0,0.0,41,4.0,0,1.5,2
2018-02-19 19:30:00,2018-02-19 20:00:00,0.0,0.0,34,4.0,0,2.0,2
2018-02-19 20:00:00,2018-02-19 20:30:00,0.0,0.0,43,3.769962983,0,2.5,2
2018-02-19 20:30:00,2018-02-19 21:00:00,0.0,0.0,55,3.278688525,0,3.0,2
2018-02-19 21:00:00,2018-02-19 21:30:00,0.0,0.0,84,3.001586462,0,3.5,2
2018-02-19 21:30:00,2018-02-19 22:00:00,0.0,0.0,90,3.0,0,4.0,2
2018-02-19 22:00:00,2018-02-19 22:30:00,0.0,0.0,90,3.0,0,4.5,2
2018-02-19 22:30:00,2018-02-19 23:00:00,0.0,0.0,81,3.0,0,5.0,2
2018-02-19 23:00:00,2018-02-19 23:30:00,0.0,0.0,58,2.774193548,0,5.5,2
2018-02-19 23:30:00,2018-02-20 00:00:00,0.0,0.0,55,2.25862069,0,6.0,2
2018-02-20 00:00:00,2018-02-20 00:30:00,0.0,0.0,32,2.0,0,6.5,2
2018-02-20 00:30:00,2018-02-20 01:00:00,0.0,0.0,37,2.0,0,7.0,2
2018-02-20 01:00:00,2018-02-20 01:30:00,0.0,0.0,50,2.0,0,7.5,2
2018-02-20 01:30:00,2018-02-20 02:00:00,3.166666667,0.10555555556666667,36,2.0,1,8.0,2
2018-02-20 02:00:00,2018-02-20 02:30:00,0.416666667,0.0138888889,46,2.0,2,8.5,2
2018-02-20 02:30:00,2018-02-20 03:00:00,0.0,0.0,26,2.0,0,9.0,2
2018-02-20 03:00:00,2018-02-20 03:30:00,1.55,0.051666666666666666,30,1.822307272,1,9.5,2
2018-02-20 03:30:00,2018-02-20 04:00:00,0.0,0.0,20,1.322033898,0,10.0,2
2018-02-20 04:00:00,2018-02-20 04:30:00,0.0,0.0,10,1.005467469,0,10.5,2
2018-02-20 04:30:00,2018-02-20 05:00:00,0.0,0.0,10,1.0,0,11.0,2
2018-02-20 05:00:00,2018-02-20 05:30:00,0.0,0.0,1,1.0,0,11.5,2
2018-02-20 05:30:00,2018-02-20 06:00:00,0.0,0.0,2,0.0,0,12.0,2
2018-03-17 17:00:00,2018-03-17 17:30:00,0.0,0.0,17,4.0,0,-0.5,3
2018-03-17 17:30:00,2018-03-17 18:00:00,0.0,0.0,10,4.0,0,0.0,3
2018-03-17 18:00:00,2018-03-17 18:30:00,0.0,0.0,34,4.0,0,0.5,3
2018-03-17 18:30:00,2018-03-17 19:00:00,0.0,0.0,26,3.890738814,0,1.0,3
2018-03-17 19:00:00,2018-03-17 19:30:00,0.0,0.0,43,3.435483871,0,1.5,3
2018-03-17 19:30:00,2018-03-17 20:00:00,0.0,0.0,77,3.040582726,0,2.0,3
2018-03-17 20:00:00,2018-03-17 20:30:00,0.0,0.0,71,3.0,0,2.5,3
2018-03-17 20:30:00,2018-03-17 21:00:00,0.0,0.0,88,3.0,0,3.0,3
2018-03-17 21:00:00,2018-03-17 21:30:00,0.0,0.0,92,3.0,0,3.5,3
2018-03-17 21:30:00,2018-03-17 22:00:00,0.0,0.0,93,2.917741935,0,4.0,3
2018-03-17 22:00:00,2018-03-17 22:30:00,0.0,0.0,106,2.466666667,0,4.5,3
2018-03-17 22:30:00,2018-03-17 23:00:00,0.0,0.0,133,2.048924731,0,5.0,3
2018-03-17 23:00:00,2018-03-17 23:30:00,0.0,0.0,85,2.0,0,5.5,3
2018-03-17 23:30:00,2018-03-18 00:00:00,0.0,0.0,96,1.902713774,0,6.0,3
2018-03-18 00:00:00,2018-03-18 00:30:00,0.0,0.0,107,1.46031746,0,6.5,3
2018-03-18 00:30:00,2018-03-18 01:00:00,0.0,0.0,117,0.975422427,0,7.0,3
2018-03-18 01:00:00,2018-03-18 01:30:00,0.0,0.0,74,0.446428571,0,7.5,3
2018-03-18 01:30:00,2018-03-18 02:00:00,0.0,0.0,27,0.089285714,0,8.0,3
2018-03-18 02:00:00,2018-03-18 02:30:00,0.0,0.0,21,0.0,0,8.5,3
2018-03-18 02:30:00,2018-03-18 03:00:00,0.0,0.0,15,0.0,0,9.0,3
2018-03-18 03:00:00,2018-03-18 03:30:00,28.83333333,0.9611111109999999,3,0.0,6,9.5,3
2018-03-18 03:30:00,2018-03-18 04:00:00,21.48333333,0.716111111,13,0.0,3,10.0,3
2018-03-18 04:00:00,2018-03-18 04:30:00,0.0,0.0,7,0.0,0,10.5,3
2018-03-18 04:30:00,2018-03-18 05:00:00,1.316666667,0.0438888889,16,0.0,1,11.0,3
2018-03-18 16:00:00,2018-03-18 16:30:00,0.0,0.0,52,4.0,0,-1.5,3
2018-03-18 16:30:00,2018-03-18 17:00:00,0.0,0.0,29,4.0,0,-1.0,3
2018-03-18 17:00:00,2018-03-18 17:30:00,0.0,0.0,13,4.0,0,-0.5,3
2018-03-18 17:30:00,2018-03-18 18:00:00,0.0,0.0,14,4.0,0,0.0,3
2018-03-18 18:00:00,2018-03-18 18:30:00,0.0,0.0,15,4.0,0,0.5,3
2018-03-18 18:30:00,2018-03-18 19:00:00,0.0,0.0,12,4.0,0,1.0,3
2018-03-18 19:00:00,2018-03-18 19:30:00,0.0,0.0,27,4.0,0,1.5,3
2018-03-18 19:30:00,2018-03-18 20:00:00,0.0,0.0,41,3.908064516,0,2.0,3
2018-03-18 20:00:00,2018-03-18 20:30:00,0.0,0.0,26,3.45,0,2.5,3
2018-03-18 20:30:00,2018-03-18 21:00:00,0.0,0.0,41,3.041935484,0,3.0,3
2018-03-18 21:00:00,2018-03-18 21:30:00,2.333333333,0.07777777776666667,68,3.0,1,3.5,3
2018-03-18 21:30:00,2018-03-18 22:00:00,0.0,0.0,79,3.0,0,4.0,3
2018-03-18 22:00:00,2018-03-18 22:30:00,0.0,0.0,92,3.0,0,4.5,3
2018-03-18 22:30:00,2018-03-18 23:00:00,0.0,0.0,104,2.916347731,0,5.0,3
2018-03-18 23:00:00,2018-03-18 23:30:00,0.0,0.0,85,2.457627119,0,5.5,3
2018-03-18 23:30:00,2018-03-19 00:00:00,0.0,0.0,93,2.042646255,0,6.0,3
2018-03-19 00:00:00,2018-03-19 00:30:00,0.0,0.0,98,2.0,0,6.5,3
2018-03-19 00:30:00,2018-03-19 01:00:00,0.0,0.0,55,1.890738814,0,7.0,3
2018-03-19 01:00:00,2018-03-19 01:30:00,0.0,0.0,35,1.435483871,0,7.5,3
2018-03-19 01:30:00,2018-03-19 02:00:00,0.0,0.0,29,1.040582726,0,8.0,3
2018-03-19 02:00:00,2018-03-19 02:30:00,0.0,0.0,33,1.0,0,8.5,3
2018-03-19 02:30:00,2018-03-19 03:00:00,0.0,0.0,35,1.0,0,9.0,3
2018-03-19 03:00:00,2018-03-19 03:30:00,0.0,0.0,18,1.0,0,9.5,3
2018-03-19 03:30:00,2018-03-19 04:00:00,2.7,0.09000000000000001,10,1.0,1,10.0,3
2018-03-19 04:00:00,2018-03-19 04:30:00,7.15,0.23833333333333334,4,0.0,1,10.5,3
2018-03-19 04:30:00,2018-03-19 05:00:00,0.0,0.0,5,0.0,0,11.0,3
2018-03-19 05:30:00,2018-03-19 06:00:00,0.0,0.0,3,0.0,0,12.0,3
2018-03-19 06:00:00,2018-03-19 06:30:00,0.0,0.0,1,0.0,0,12.5,3
2018-03-19 06:30:00,2018-03-19 07:00:00,0.0,0.0,4,0.0,0,13.0,3
2018-03-19 07:00:00,2018-03-19 07:30:00,0.0,0.0,1,0.0,0,13.5,3
2018-03-19 17:00:00,2018-03-19 17:30:00,0.0,0.0,1,4.0,0,-0.5,3
2018-03-19 17:30:00,2018-03-19 18:00:00,0.0,0.0,6,4.0,0,0.0,3
2018-03-19 18:00:00,2018-03-19 18:30:00,0.0,0.0,16,4.0,0,0.5,3
2018-03-19 18:30:00,2018-03-19 19:00:00,0.933333333,0.031111111099999998,12,4.0,1,1.0,3
2018-03-19 19:00:00,2018-03-19 19:30:00,0.0,0.0,11,4.0,0,1.5,3
2018-03-19 19:30:00,2018-03-19 20:00:00,0.033333333,0.0011111111,22,3.901144641,1,2.0,3
2018-03-19 20:00:00,2018-03-19 20:30:00,0.0,0.0,19,3.451612903,0,2.5,3
2018-03-19 20:30:00,2018-03-19 21:00:00,0.0,0.0,35,3.047346514,0,3.0,3
2018-03-19 21:00:00,2018-03-19 21:30:00,0.0,0.0,58,3.0,0,3.5,3
2018-03-19 21:30:00,2018-03-19 22:00:00,0.0,0.0,48,3.0,0,4.0,3
2018-03-19 22:00:00,2018-03-19 22:30:00,0.0,0.0,54,3.0,0,4.5,3
2018-03-19 22:30:00,2018-03-19 23:00:00,0.0,0.0,53,3.0,0,5.0,3
2018-03-19 23:00:00,2018-03-19 23:30:00,0.0,0.0,80,3.0,0,5.5,3
2018-03-19 23:30:00,2018-03-20 00:00:00,0.0,0.0,43,3.0,0,6.0,3
2018-03-20 00:00:00,2018-03-20 00:30:00,0.0,0.0,59,3.0,0,6.5,3
2018-03-20 00:30:00,2018-03-20 01:00:00,0.0,0.0,39,3.0,0,7.0,3
2018-03-20 01:00:00,2018-03-20 01:30:00,0.0,0.0,31,3.0,0,7.5,3
2018-03-20 01:30:00,2018-03-20 02:00:00,4.483333333,0.14944444443333332,30,2.896118097,2,8.0,3
2018-03-20 02:00:00,2018-03-20 02:30:00,0.0,0.0,28,2.423728814,0,8.5,3
2018-03-20 02:30:00,2018-03-20 03:00:00,1.816666667,0.06055555556666667,14,2.030071077,1,9.0,3
2018-03-20 03:00:00,2018-03-20 03:30:00,0.0,0.0,16,2.0,0,9.5,3
2018-03-20 03:30:00,2018-03-20 04:00:00,0.0,0.0,14,2.0,0,10.0,3
2018-03-20 04:00:00,2018-03-20 04:30:00,0.0,0.0,4,2.0,0,10.5,3
2018-03-20 05:00:00,2018-03-20 05:30:00,0.0,0.0,5,2.0,0,11.5,3
2018-03-20 05:30:00,2018-03-20 06:00:00,0.0,0.0,3,2.0,0,12.0,3
2018-03-20 06:00:00,2018-03-20 06:30:00,0.0,0.0,4,0.0,0,12.5,3
2018-03-20 07:00:00,2018-03-20 07:30:00,0.0,0.0,2,0.0,0,13.5,3
2018-03-28 17:30:00,2018-03-28 18:00:00,0.0,0.0,3,4.0,0,-1.0,3
2018-03-28 18:00:00,2018-03-28 18:30:00,0.0,0.0,9,4.0,0,-0.5,3
2018-03-28 18:30:00,2018-03-28 19:00:00,0.0,0.0,10,4.0,0,0.0,3
2018-03-28 19:00:00,2018-03-28 19:30:00,0.0,0.0,11,4.0,0,0.5,3
2018-03-28 19:30:00,2018-03-28 20:00:00,0.0,0.0,11,3.820276498,0,1.0,3
2018-03-28 20:00:00,2018-03-28 20:30:00,0.0,0.0,21,3.349206349,0,1.5,3
2018-03-28 20:30:00,2018-03-28 21:00:00,0.0,0.0,31,3.014336918,0,2.0,3
2018-03-28 21:00:00,2018-03-28 21:30:00,0.0,0.0,29,3.0,0,2.5,3
2018-03-28 21:30:00,2018-03-28 22:00:00,0.0,0.0,33,3.0,0,3.0,3
2018-03-28 22:00:00,2018-03-28 22:30:00,0.0,0.0,14,3.0,0,3.5,3
2018-03-28 22:30:00,2018-03-28 23:00:00,0.0,0.0,44,3.0,0,4.0,3
2018-03-28 23:00:00,2018-03-28 23:30:00,0.0,0.0,53,3.0,0,4.5,3
2018-03-28 23:30:00,2018-03-29 00:00:00,0.0,0.0,46,3.0,0,5.0,3
2018-03-29 00:00:00,2018-03-29 00:30:00,8.633333333,0.28777777776666663,56,3.0,1,5.5,3
2018-03-29 00:30:00,2018-03-29 01:00:00,0.0,0.0,46,2.800105764,0,6.0,3
2018-03-29 01:00:00,2018-03-29 01:30:00,0.0,0.0,46,2.31147541,0,6.5,3
2018-03-29 01:30:00,2018-03-29 02:00:00,5.516666667,0.1838888889,43,2.005288207,1,7.0,3
2018-03-29 02:00:00,2018-03-29 02:30:00,0.0,0.0,61,2.0,0,7.5,3
2018-03-29 02:30:00,2018-03-29 03:00:00,0.0,0.0,21,2.0,0,8.0,3
2018-03-29 03:00:00,2018-03-29 03:30:00,0.0,0.0,29,2.0,0,8.5,3
2018-03-29 03:30:00,2018-03-29 04:00:00,0.0,0.0,16,2.0,0,9.0,3
2018-03-29 04:00:00,2018-03-29 04:30:00,0.0,0.0,12,2.0,0,9.5,3
2018-03-29 04:30:00,2018-03-29 05:00:00,0.0,0.0,7,2.0,0,10.0,3
2018-03-29 05:00:00,2018-03-29 05:30:00,0.0,0.0,4,0.0,0,10.5,3
2018-03-29 05:30:00,2018-03-29 06:00:00,0.0,0.0,3,0.0,0,11.0,3
2018-03-29 06:00:00,2018-03-29 06:30:00,0.0,0.0,1,0.0,0,11.5,3
2018-03-29 06:30:00,2018-03-29 07:00:00,0.0,0.0,2,0.0,0,12.0,3
2018-03-29 07:30:00,2018-03-29 08:00:00,0.0,0.0,1,0.0,0,13.0,3
2018-03-30 16:30:00,2018-03-30 17:00:00,0.0,0.0,2,4.0,0,-2.0,3
2018-03-30 17:30:00,2018-03-30 18:00:00,0.0,0.0,1,4.0,0,-1.0,3
2018-03-30 18:00:00,2018-03-30 18:30:00,0.0,0.0,9,4.0,0,-0.5,3
2018-03-30 18:30:00,2018-03-30 19:00:00,0.0,0.0,25,4.0,0,0.0,3
2018-03-30 19:00:00,2018-03-30 19:30:00,0.0,0.0,13,4.0,0,0.5,3
2018-03-30 19:30:00,2018-03-30 20:00:00,0.0,0.0,13,3.814383924,0,1.0,3
2018-03-30 20:00:00,2018-03-30 20:30:00,0.0,0.0,74,3.327868852,0,1.5,3
2018-03-30 20:30:00,2018-03-30 21:00:00,0.0,0.0,107,3.007932311,0,2.0,3
2018-03-30 21:00:00,2018-03-30 21:30:00,0.0,0.0,106,3.0,0,2.5,3
2018-03-30 21:30:00,2018-03-30 22:00:00,0.0,0.0,81,2.800105764,0,3.0,3
2018-03-30 22:00:00,2018-03-30 22:30:00,0.0,0.0,56,2.31147541,0,3.5,3
2018-03-30 22:30:00,2018-03-30 23:00:00,0.0,0.0,129,2.005288207,0,4.0,3
2018-03-30 23:00:00,2018-03-30 23:30:00,0.0,0.0,98,2.0,0,4.5,3
2018-03-30 23:30:00,2018-03-31 00:00:00,8.683333333,0.28944444443333334,69,2.0,1,5.0,3
2018-03-31 00:00:00,2018-03-31 00:30:00,0.0,0.0,94,2.0,0,5.5,3
2018-03-31 00:30:00,2018-03-31 01:00:00,0.0,0.0,76,1.804783092,0,6.0,3
2018-03-31 01:00:00,2018-03-31 01:30:00,9.533333333,0.31777777776666666,55,1.293103448,1,6.5,3
2018-03-31 01:30:00,2018-03-31 02:00:00,0.0,0.0,28,0.779689297,0,7.0,3
2018-03-31 02:00:00,2018-03-31 02:30:00,0.0,0.0,21,0.271186441,0,7.5,3
2018-03-31 02:30:00,2018-03-31 03:00:00,0.0,0.0,27,0.008474576,0,8.0,3
2018-03-31 03:00:00,2018-03-31 03:30:00,0.0,0.0,16,0.0,0,8.5,3
2018-03-31 03:30:00,2018-03-31 04:00:00,0.0,0.0,15,0.0,0,9.0,3
2018-03-31 04:00:00,2018-03-31 04:30:00,0.0,0.0,2,0.0,0,9.5,3
2018-04-02 17:00:00,2018-04-02 17:30:00,0.0,0.0,8,4.0,0,-2.0,4
2018-04-02 17:30:00,2018-04-02 18:00:00,0.0,0.0,47,4.0,0,-1.5,4
2018-04-02 18:00:00,2018-04-02 18:30:00,0.0,0.0,69,4.0,0,-1.0,4
2018-04-02 18:30:00,2018-04-02 19:00:00,0.0,0.0,26,4.0,0,-0.5,4
2018-04-02 19:00:00,2018-04-02 19:30:00,0.0,0.0,39,4.0,0,0.0,4
2018-04-02 19:30:00,2018-04-02 20:00:00,0.0,0.0,26,4.0,0,0.5,4
2018-04-02 20:00:00,2018-04-02 20:30:00,0.0,0.0,54,3.778020776,0,1.0,4
2018-04-02 20:30:00,2018-04-02 21:00:00,0.0,0.0,61,3.271186441,0,1.5,4
2018-04-02 21:00:00,2018-04-02 21:30:00,0.0,0.0,76,3.000546747,0,2.0,4
2018-04-02 21:30:00,2018-04-02 22:00:00,2.75,0.09166666666666666,68,3.0,1,2.5,4
2018-04-02 22:00:00,2018-04-02 22:30:00,8.95,0.2983333333333333,98,2.774193548,1,3.0,4
2018-04-02 22:30:00,2018-04-02 23:00:00,0.0,0.0,82,2.25862069,0,3.5,4
2018-04-02 23:00:00,2018-04-02 23:30:00,8.45,0.2816666666666666,69,2.0,1,4.0,4
2018-04-02 23:30:00,2018-04-03 00:00:00,6.516666667,0.21722222223333335,91,2.0,1,4.5,4
2018-04-03 00:00:00,2018-04-03 00:30:00,0.0,0.0,62,2.0,0,5.0,4
2018-04-03 00:30:00,2018-04-03 01:00:00,0.65,0.021666666666666667,67,2.0,1,5.5,4
2018-04-03 01:00:00,2018-04-03 01:30:00,20.03333333,0.6677777776666667,67,1.758064516,1,6.0,4
2018-04-03 01:30:00,2018-04-03 02:00:00,0.0,0.0,60,1.274193548,0,6.5,4
2018-04-03 02:00:00,2018-04-03 02:30:00,0.0,0.0,49,1.001560874,0,7.0,4
2018-04-03 02:30:00,2018-04-03 03:00:00,0.0,0.0,43,1.0,0,7.5,4
2018-04-03 03:00:00,2018-04-03 03:30:00,0.0,0.0,35,1.0,0,8.0,4
2018-04-03 03:30:00,2018-04-03 04:00:00,0.0,0.0,17,1.0,0,8.5,4
2018-04-03 04:00:00,2018-04-03 04:30:00,0.0,0.0,13,1.0,0,9.0,4
2018-04-03 04:30:00,2018-04-03 05:00:00,0.0,0.0,13,0.0,0,9.5,4
2018-04-03 05:00:00,2018-04-03 05:30:00,0.0,0.0,6,0.0,0,10.0,4
2018-04-03 06:00:00,2018-04-03 06:30:00,0.0,0.0,2,0.0,0,11.0,4
2018-04-03 08:30:00,2018-04-03 09:00:00,0.0,0.0,1,0.0,0,13.5,4
2018-04-03 17:00:00,2018-04-03 17:30:00,0.0,0.0,2,4.0,0,-2.0,4
2018-04-03 18:30:00,2018-04-03 19:00:00,0.0,0.0,22,3.365384615,0,-0.5,4
2018-04-03 19:00:00,2018-04-03 19:30:00,0.0,0.0,14,3.006203474,0,0.0,4
2018-04-03 19:30:00,2018-04-03 20:00:00,0.0,0.0,16,3.0,0,0.5,4
2018-04-03 20:00:00,2018-04-03 20:30:00,0.0,0.0,21,3.0,0,1.0,4
2018-04-03 20:30:00,2018-04-03 21:00:00,0.0,0.0,27,3.0,0,1.5,4
2018-04-03 21:00:00,2018-04-03 21:30:00,9.983333333,0.3327777777666666,27,3.0,1,2.0,4
2018-04-03 21:30:00,2018-04-03 22:00:00,1.033333333,0.03444444443333334,77,3.0,1,2.5,4
2018-04-03 22:00:00,2018-04-03 22:30:00,0.0,0.0,54,3.0,0,3.0,4
2018-04-03 22:30:00,2018-04-03 23:00:00,0.0,0.0,60,3.0,0,3.5,4
2018-04-03 23:00:00,2018-04-03 23:30:00,6.45,0.215,53,2.785298784,1,4.0,4
2018-04-03 23:30:00,2018-04-04 00:00:00,9.883333333,0.3294444444333333,82,2.295081967,1,4.5,4
2018-04-04 00:00:00,2018-04-04 00:30:00,0.0,0.0,57,2.003172924,0,5.0,4
2018-04-04 00:30:00,2018-04-04 01:00:00,10.86666667,0.36222222233333334,49,2.0,1,5.5,4
2018-04-04 01:00:00,2018-04-04 01:30:00,0.0,0.0,69,2.0,0,6.0,4
2018-04-04 01:30:00,2018-04-04 02:00:00,0.0,0.0,50,2.0,0,6.5,4
2018-04-04 02:00:00,2018-04-04 02:30:00,0.0,0.0,50,2.0,0,7.0,4
